Ip-Mac,Start Date,Start Time,End Date,End Time,MB Consumption
100.71.94.92,31 Jul 24,14:46:34,01 Aug 24,02:45:00,18063.49
100.71.140.126,01 Aug 24,02:46:22,01 Aug 24,14:45:59,11387.37
100.71.33.249,01 Aug 24,14:46:34,02 Aug 24,02:45:00,14960.23
100.71.75.111,02 Aug 24,02:46:22,02 Aug 24,14:45:59,12284.91
100.71.109.188,02 Aug 24,14:46:34,03 Aug 24,02:45:00,20098.36
100.71.32.35,03 Aug 24,02:46:20,03 Aug 24,09:52:00,6485.02
100.71.154.72,03 Aug 24,18:04:13,04 Aug 24,02:45:00,8914.51
100.71.224.178,04 Aug 24,02:46:23,04 Aug 24,14:45:59,10473.23
100.71.222.30,04 Aug 24,14:46:34,05 Aug 24,02:45:00,19148.08
100.71.234.33,05 Aug 24,02:46:23,05 Aug 24,14:45:59,14043.53
100.71.221.220,05 Aug 24,14:46:34,06 Aug 24,02:45:00,16847.03
100.71.187.246,06 Aug 24,02:46:22,06 Aug 24,14:45:59,11618.72
100.71.57.120,06 Aug 24,14:46:34,07 Aug 24,02:45:00,17612.21
100.71.91.78,07 Aug 24,02:46:19,07 Aug 24,05:01:59,603.48
100.71.115.83,07 Aug 24,05:04:50,07 Aug 24,11:56:59,5747.38
100.71.112.27,07 Aug 24,13:53:39,08 Aug 24,01:52:59,22502.61
100.71.100.237,08 Aug 24,01:53:47,08 Aug 24,02:45:00,198.75
100.71.235.129,08 Aug 24,02:46:23,08 Aug 24,14:45:59,10794.43
100.71.190.175,08 Aug 24,14:46:34,09 Aug 24,02:45:00,15762.05
100.71.11.101,09 Aug 24,02:46:19,09 Aug 24,03:52:59,180.31
100.71.10.237,09 Aug 24,03:55:59,09 Aug 24,15:55:59,19277.08
100.71.216.6,09 Aug 24,15:56:12,10 Aug 24,02:45:00,15655.34
100.71.48.110,10 Aug 24,02:46:23,10 Aug 24,14:45:59,11661.06
100.71.45.250,10 Aug 24,14:46:33,10 Aug 24,15:33:59,163.4
100.71.63.137,10 Aug 24,15:34:22,10 Aug 24,15:36:00,12.83
100.71.244.101,12 Aug 24,13:11:08,13 Aug 24,01:10:59,15743.55
100.71.105.60,13 Aug 24,01:11:15,13 Aug 24,02:45:00,415.81
100.71.242.107,13 Aug 24,02:46:22,13 Aug 24,12:55:59,11156.33
100.71.58.127,13 Aug 24,13:01:20,13 Aug 24,13:13:00,365.61
100.71.252.102,13 Aug 24,13:18:07,14 Aug 24,01:18:00,20671.45
100.71.78.88,14 Aug 24,01:18:13,14 Aug 24,02:45:00,341.61
100.71.210.182,14 Aug 24,02:46:23,14 Aug 24,14:45:59,12100.03
100.71.190.60,14 Aug 24,14:46:34,15 Aug 24,02:45:00,16540.55
100.71.230.36,15 Aug 24,02:46:23,15 Aug 24,14:45:59,11280.53
100.71.166.185,15 Aug 24,14:46:31,15 Aug 24,18:57:00,7777.68
100.71.148.103,15 Aug 24,19:01:07,15 Aug 24,20:43:00,1606.65
100.71.158.81,15 Aug 24,20:47:07,16 Aug 24,02:45:00,3150.34
100.71.192.195,16 Aug 24,02:46:22,16 Aug 24,14:45:59,8306.66
100.71.26.99,16 Aug 24,14:46:28,16 Aug 24,19:16:59,2142.19
100.71.48.196,16 Aug 24,19:21:11,17 Aug 24,02:45:00,8197.3
100.71.189.180,17 Aug 24,02:46:23,17 Aug 24,14:45:59,8929.74
100.71.97.134,17 Aug 24,14:46:34,18 Aug 24,02:45:00,7396.69
100.71.82.120,18 Aug 24,02:46:23,18 Aug 24,14:45:59,10668.8
100.71.196.73,18 Aug 24,14:46:34,19 Aug 24,02:45:00,13438.17
100.71.40.223,19 Aug 24,02:46:22,19 Aug 24,14:45:59,10578.33
100.71.178.70,19 Aug 24,14:46:34,20 Aug 24,02:45:00,8032.44
100.71.59.157,20 Aug 24,02:46:24,20 Aug 24,14:45:59,7952.75
100.71.174.91,20 Aug 24,14:46:34,21 Aug 24,02:45:00,11024.58
100.71.158.183,21 Aug 24,02:46:22,21 Aug 24,09:57:00,4800.57
100.71.181.165,21 Aug 24,09:58:29,21 Aug 24,10:26:59,117.5
100.71.28.6,22 Aug 24,13:58:19,23 Aug 24,01:58:00,10615.22
100.71.145.131,23 Aug 24,01:58:24,23 Aug 24,02:45:00,153.92
100.71.143.56,23 Aug 24,02:46:23,23 Aug 24,14:45:59,11436.29
100.71.169.175,23 Aug 24,14:46:34,24 Aug 24,02:45:00,6704.5
100.71.238.110,24 Aug 24,02:46:19,24 Aug 24,04:15:59,35.71
100.71.58.104,24 Aug 24,04:17:41,24 Aug 24,07:52:59,938.84
100.71.89.105,24 Aug 24,07:54:21,24 Aug 24,08:40:59,655.01
100.71.233.117,27 Aug 24,09:55:31,27 Aug 24,21:54:59,18604.76
100.71.79.240,27 Aug 24,21:55:41,28 Aug 24,02:45:00,6732.25
100.71.16.220,28 Aug 24,02:46:22,28 Aug 24,14:45:59,14584.27
100.71.11.154,28 Aug 24,14:46:33,29 Aug 24,02:45:00,20905.54
100.71.148.120,29 Aug 24,02:46:20,29 Aug 24,11:37:59,6348.32
100.71.250.18,29 Aug 24,11:38:59,29 Aug 24,12:01:00,131.94
100.71.41.33,29 Aug 24,12:03:13,30 Aug 24,00:02:59,21550.47
100.71.207.113,30 Aug 24,00:03:17,30 Aug 24,02:45:00,2754.09
100.71.108.184,30 Aug 24,02:46:23,30 Aug 24,14:45:59,10987.71
100.71.29.11,30 Aug 24,14:46:31,31 Aug 24,02:45:00,19681.92
100.71.21.13,31 Aug 24,02:46:23,31 Aug 24,14:45:59,11913.75
100.71.211.122,31 Aug 24,14:46:37,01 Sep 24,02:45:00,20333.44
100.71.16.143,01 Sep 24,02:46:23,01 Sep 24,14:45:59,19341
100.71.141.6,01 Sep 24,14:46:34,02 Sep 24,02:45:00,11455.66
100.71.73.197,02 Sep 24,02:46:23,02 Sep 24,14:45:59,17947.36
100.71.92.78,02 Sep 24,14:46:35,03 Sep 24,02:45:00,25191.81
100.71.15.216,03 Sep 24,02:46:22,03 Sep 24,14:45:59,16033.71
100.71.46.70,03 Sep 24,14:46:34,04 Sep 24,02:45:00,18626.37
100.71.83.85,04 Sep 24,02:46:22,04 Sep 24,14:45:59,15052.06
100.71.181.13,04 Sep 24,14:46:34,05 Sep 24,02:45:00,14580.26
100.71.249.102,05 Sep 24,02:46:20,05 Sep 24,14:45:59,12967.03
100.71.47.46,05 Sep 24,14:46:31,06 Sep 24,02:45:00,19651.47
100.71.51.107,06 Sep 24,02:46:23,06 Sep 24,14:45:59,13010.39
100.71.141.65,06 Sep 24,14:46:34,07 Sep 24,02:45:00,16054.54
100.71.153.105,07 Sep 24,02:46:23,07 Sep 24,14:45:59,15228.66
100.71.32.83,07 Sep 24,14:46:34,08 Sep 24,02:45:00,19636.5
100.71.129.57,08 Sep 24,02:46:23,08 Sep 24,14:45:59,18130.5
100.71.46.107,08 Sep 24,14:46:35,09 Sep 24,02:45:00,19418.26
100.71.241.243,09 Sep 24,02:46:23,09 Sep 24,14:45:59,15012.48
100.71.179.52,09 Sep 24,14:46:34,10 Sep 24,02:45:00,21882.44
100.71.253.203,10 Sep 24,02:46:23,10 Sep 24,14:45:59,11212.7
100.71.135.80,10 Sep 24,14:46:33,11 Sep 24,02:45:00,16102.65
100.71.252.106,11 Sep 24,02:46:19,11 Sep 24,07:28:00,1684.99
100.71.197.13,11 Sep 24,07:35:09,11 Sep 24,15:17:00,11719.56
100.71.153.16,11 Sep 24,15:19:41,12 Sep 24,02:45:00,21315.86
100.71.96.132,12 Sep 24,02:46:20,12 Sep 24,14:45:59,12275.61
100.71.82.238,12 Sep 24,14:46:33,13 Sep 24,02:45:00,12011.9
100.71.33.144,13 Sep 24,02:46:22,13 Sep 24,12:02:59,9678.46
100.71.89.19,13 Sep 24,12:05:41,13 Sep 24,12:41:59,204.27
100.71.252.201,13 Sep 24,13:06:54,13 Sep 24,16:52:00,5929.38
100.71.176.183,13 Sep 24,18:31:19,13 Sep 24,18:33:00,2.11
100.71.73.180,13 Sep 24,18:33:28,14 Sep 24,02:45:00,7617.62
100.71.41.167,14 Sep 24,02:46:23,14 Sep 24,14:45:59,13295.87
100.71.55.178,14 Sep 24,14:46:34,15 Sep 24,02:45:00,17623.05
100.71.179.145,15 Sep 24,02:46:20,15 Sep 24,10:02:59,5690.38
100.71.239.80,15 Sep 24,10:12:24,15 Sep 24,22:12:00,26696.06
100.71.169.219,15 Sep 24,22:12:32,16 Sep 24,02:45:00,3897.3
100.71.74.174,16 Sep 24,02:46:23,16 Sep 24,14:45:59,10469.31
100.71.110.145,16 Sep 24,14:46:34,16 Sep 24,18:38:00,8167.3
100.71.81.146,16 Sep 24,18:38:37,17 Sep 24,02:45:00,9778.01
100.71.188.199,17 Sep 24,02:46:23,17 Sep 24,14:45:59,8959.01
100.71.204.199,17 Sep 24,14:46:34,18 Sep 24,02:45:00,25523.43
100.71.77.69,18 Sep 24,02:46:22,18 Sep 24,14:45:59,12336.53
100.71.235.93,18 Sep 24,14:46:34,19 Sep 24,02:45:00,19580
100.71.68.164,19 Sep 24,02:46:23,19 Sep 24,14:45:59,13464.83
100.71.130.74,19 Sep 24,14:46:34,20 Sep 24,02:45:00,18101.75
100.71.57.35,20 Sep 24,02:46:22,20 Sep 24,14:45:59,11541.95
100.71.132.54,20 Sep 24,14:46:33,21 Sep 24,02:45:00,13181.55
100.71.210.20,21 Sep 24,02:46:23,21 Sep 24,14:45:59,15344.09
100.71.37.203,21 Sep 24,14:46:34,22 Sep 24,02:45:00,13908.24
100.71.95.189,22 Sep 24,02:46:23,22 Sep 24,14:45:59,15958.68
100.71.61.193,22 Sep 24,14:46:33,23 Sep 24,02:45:00,20354.93
100.71.59.147,23 Sep 24,02:46:20,23 Sep 24,06:52:59,1617.71
100.71.126.214,23 Sep 24,06:53:24,23 Sep 24,18:52:59,21538.85
100.71.173.91,23 Sep 24,18:53:32,23 Sep 24,22:26:59,9782.76
100.71.88.56,23 Sep 24,22:27:49,24 Sep 24,02:45:00,2532.27
100.71.118.239,24 Sep 24,02:46:23,24 Sep 24,14:45:59,10199.35
100.71.196.42,24 Sep 24,14:46:34,25 Sep 24,02:45:00,21569.43
100.71.223.51,25 Sep 24,02:46:22,25 Sep 24,14:45:59,10384.05
100.71.242.170,25 Sep 24,14:46:33,25 Sep 24,21:57:00,7832.6
100.71.20.203,25 Sep 24,21:59:02,26 Sep 24,02:45:00,6530.68
100.71.9.246,26 Sep 24,02:46:24,26 Sep 24,14:45:59,15030
100.71.15.26,26 Sep 24,14:46:37,27 Sep 24,02:45:00,16861.32
100.71.155.87,27 Sep 24,02:46:23,27 Sep 24,14:45:59,13826.76
100.71.116.63,27 Sep 24,14:46:34,28 Sep 24,02:45:00,18133.48
100.71.18.97,28 Sep 24,02:46:23,28 Sep 24,14:45:59,16813.71
100.71.234.109,28 Sep 24,14:46:31,28 Sep 24,21:31:59,16221.17
100.71.119.159,28 Sep 24,21:32:28,29 Sep 24,02:45:00,7790.95
100.71.180.166,29 Sep 24,02:46:19,29 Sep 24,08:35:00,2641.7
100.71.180.6,29 Sep 24,14:38:27,30 Sep 24,02:37:59,17416.94
100.71.66.126,30 Sep 24,02:38:31,30 Sep 24,02:45:00,24.82
100.71.86.54,30 Sep 24,02:46:23,30 Sep 24,14:45:59,10660.98
100.71.36.201,30 Sep 24,14:46:34,01 Oct 24,02:45:00,12428.91
100.71.146.179,01 Oct 24,02:46:23,01 Oct 24,14:34:00,7880.79
100.71.174.82,01 Oct 24,14:52:14,02 Oct 24,02:45:00,8624.16
100.71.98.224,02 Oct 24,02:46:23,02 Oct 24,14:45:59,16097.98
100.71.232.211,02 Oct 24,14:46:34,02 Oct 24,21:30:00,10743.26
100.71.39.123,02 Oct 24,21:32:05,03 Oct 24,02:45:00,4669.61
100.71.31.20,03 Oct 24,02:46:22,03 Oct 24,14:45:59,10354.6
100.71.99.215,03 Oct 24,14:46:33,04 Oct 24,02:45:00,11466.38
100.71.32.56,04 Oct 24,02:46:22,04 Oct 24,14:45:59,14372.8
100.71.255.157,04 Oct 24,14:46:33,05 Oct 24,02:45:00,14244.29
100.71.217.147,05 Oct 24,02:46:23,05 Oct 24,14:45:59,12996.08
100.71.47.144,05 Oct 24,14:46:34,06 Oct 24,02:45:00,20545.58
100.71.123.237,06 Oct 24,02:46:23,06 Oct 24,14:45:59,15672.07
100.71.29.151,06 Oct 24,14:46:34,07 Oct 24,02:45:00,13717.85
100.71.145.170,07 Oct 24,02:46:23,07 Oct 24,14:45:59,10371.81
100.71.14.105,07 Oct 24,14:46:35,08 Oct 24,02:45:00,11798.43
100.71.54.10,08 Oct 24,02:46:22,08 Oct 24,14:45:59,11060.25
100.71.71.236,08 Oct 24,14:46:28,08 Oct 24,17:25:59,3734.06
100.71.3.177,08 Oct 24,17:26:16,09 Oct 24,02:45:00,8256.13
100.71.63.40,09 Oct 24,02:46:23,09 Oct 24,14:45:59,11140.25
100.71.189.125,09 Oct 24,14:46:34,10 Oct 24,02:45:00,16487.87
100.71.195.12,10 Oct 24,02:46:23,10 Oct 24,14:45:59,14659.81
100.71.231.233,10 Oct 24,14:46:34,11 Oct 24,02:45:00,14012.04
100.71.6.87,11 Oct 24,02:46:23,11 Oct 24,14:45:59,11761.73
100.71.230.201,11 Oct 24,14:46:35,12 Oct 24,02:45:00,16930.88
100.71.173.186,12 Oct 24,02:46:22,12 Oct 24,14:45:59,11877.84
100.71.82.95,12 Oct 24,14:46:33,13 Oct 24,02:45:00,63463.68
100.71.190.216,13 Oct 24,02:46:19,13 Oct 24,14:45:59,14105.37
100.71.115.54,13 Oct 24,14:46:30,14 Oct 24,02:45:00,18490.1
100.71.92.71,14 Oct 24,02:46:23,14 Oct 24,14:45:59,9976.18
100.71.126.104,14 Oct 24,14:46:34,15 Oct 24,02:45:00,14114.02
100.71.211.128,15 Oct 24,02:46:23,15 Oct 24,14:45:59,12052.83
100.71.243.30,15 Oct 24,14:46:34,16 Oct 24,02:45:00,15197.35
100.71.78.225,16 Oct 24,02:46:23,16 Oct 24,14:45:59,7760.04
100.71.244.78,16 Oct 24,14:46:34,17 Oct 24,02:45:00,16824.78
100.71.17.55,17 Oct 24,02:46:22,17 Oct 24,10:31:59,8434.67
100.71.117.86,17 Oct 24,10:34:04,17 Oct 24,22:34:00,10737.6
100.71.138.52,17 Oct 24,22:34:12,17 Oct 24,22:52:00,329.91
100.71.181.188,17 Oct 24,22:53:59,18 Oct 24,02:45:00,2044.71
100.71.179.229,18 Oct 24,02:46:22,18 Oct 24,10:39:00,5630.15
100.71.60.166,18 Oct 24,10:40:20,18 Oct 24,22:39:59,17218.5
100.71.60.58,18 Oct 24,22:40:27,18 Oct 24,22:52:59,199.06
100.71.19.50,18 Oct 24,22:53:53,19 Oct 24,02:45:00,884.12
100.71.219.238,19 Oct 24,02:46:23,19 Oct 24,14:45:59,10518.95
100.71.109.30,19 Oct 24,14:46:34,20 Oct 24,02:45:00,13169.84
100.71.227.185,20 Oct 24,02:46:22,20 Oct 24,14:45:59,16202.53
100.71.74.4,20 Oct 24,14:46:34,21 Oct 24,02:45:00,15381.82
100.71.248.33,21 Oct 24,02:46:22,21 Oct 24,14:45:59,19146.35
100.71.0.80,21 Oct 24,14:46:34,22 Oct 24,02:45:00,13181.86
100.71.228.136,22 Oct 24,02:46:19,22 Oct 24,04:44:00,615.44
100.71.191.195,22 Oct 24,04:46:24,22 Oct 24,16:45:59,12124.12
100.71.208.77,22 Oct 24,16:46:32,22 Oct 24,17:56:00,348.57
100.71.69.80,22 Oct 24,17:57:26,23 Oct 24,02:45:00,7313.22
100.71.77.28,23 Oct 24,02:46:20,23 Oct 24,14:45:59,12483.42
100.71.170.102,23 Oct 24,14:46:30,24 Oct 24,02:45:00,15191.46
100.71.229.1,24 Oct 24,02:46:22,24 Oct 24,14:45:59,9677.26
100.71.188.125,24 Oct 24,14:46:31,24 Oct 24,22:45:59,8381.57
100.71.48.159,24 Oct 24,22:47:28,25 Oct 24,02:45:00,1344.79
100.71.66.1,25 Oct 24,02:46:19,25 Oct 24,14:45:59,7165.89
100.71.167.177,25 Oct 24,14:46:30,26 Oct 24,02:45:00,11501.86
100.71.16.121,26 Oct 24,02:46:23,26 Oct 24,14:45:59,12854.49
100.71.62.247,26 Oct 24,14:46:33,26 Oct 24,23:16:00,9349.16
100.71.242.64,26 Oct 24,23:17:27,26 Oct 24,23:19:00,50
100.71.100.10,26 Oct 24,23:20:14,27 Oct 24,02:45:00,1787.26
100.71.51.226,27 Oct 24,02:46:23,27 Oct 24,14:45:59,11003.09
100.71.59.13,27 Oct 24,14:46:34,27 Oct 24,22:16:59,8016.08
100.71.42.12,27 Oct 24,22:18:48,28 Oct 24,02:45:00,2373.37
100.71.85.143,28 Oct 24,02:46:22,28 Oct 24,14:45:59,15122.42
100.71.247.121,28 Oct 24,14:46:34,29 Oct 24,02:45:00,21380.11
100.71.86.61,29 Oct 24,02:46:23,29 Oct 24,14:45:59,15871.24
100.71.230.193,29 Oct 24,14:46:37,30 Oct 24,02:45:00,19347.66
100.71.233.73,30 Oct 24,02:46:23,30 Oct 24,14:45:59,15309.92
100.71.254.131,30 Oct 24,14:47:29,31 Oct 24,02:45:00,15413.59
100.71.213.129,31 Oct 24,02:46:22,31 Oct 24,14:45:59,11890.46
100.71.64.122,31 Oct 24,14:46:34,01 Nov 24,02:45:00,13813.07
100.71.165.234,01 Nov 24,02:46:23,01 Nov 24,14:45:59,13194.34
100.71.141.198,01 Nov 24,14:46:35,02 Nov 24,02:45:00,16377.41
100.71.4.155,02 Nov 24,02:46:23,02 Nov 24,14:45:59,10865.67
100.71.167.201,02 Nov 24,14:46:34,03 Nov 24,02:45:00,18357.92
100.71.87.54,03 Nov 24,02:46:23,03 Nov 24,14:45:59,12255.75
100.71.91.200,03 Nov 24,14:46:34,04 Nov 24,02:45:00,16269.71
100.71.247.255,04 Nov 24,02:46:23,04 Nov 24,14:45:59,11470.8
100.71.75.155,04 Nov 24,14:46:31,05 Nov 24,02:45:00,29353.63
100.71.188.189,05 Nov 24,02:46:23,05 Nov 24,14:45:59,17574.21
100.71.181.75,05 Nov 24,14:46:30,05 Nov 24,16:07:59,1489.25
100.71.149.243,05 Nov 24,16:27:26,06 Nov 24,02:45:00,8448.53
100.71.39.22,06 Nov 24,02:46:23,06 Nov 24,14:45:59,12343.02
100.71.9.2,06 Nov 24,14:46:34,07 Nov 24,02:45:00,10425.62
100.71.150.27,07 Nov 24,02:46:23,07 Nov 24,14:45:59,8469.96
100.71.27.191,07 Nov 24,14:46:33,08 Nov 24,02:45:00,10484.27
100.71.231.34,08 Nov 24,02:46:24,08 Nov 24,14:45:59,9182.8
100.71.209.87,08 Nov 24,14:46:35,09 Nov 24,02:45:00,13073.26
100.71.172.252,09 Nov 24,02:46:19,09 Nov 24,10:10:00,5463.63
100.71.149.193,09 Nov 24,10:11:34,09 Nov 24,22:10:59,23690.18
100.71.189.98,09 Nov 24,22:11:42,10 Nov 24,02:45:00,4004.74
100.71.48.171,10 Nov 24,02:46:23,10 Nov 24,14:45:59,12009.22
100.71.184.170,10 Nov 24,14:46:34,11 Nov 24,02:45:00,17545.58
100.71.172.66,11 Nov 24,02:46:22,11 Nov 24,14:45:59,10110.17
100.71.91.56,11 Nov 24,14:46:31,11 Nov 24,22:52:59,42579.85
100.71.168.139,11 Nov 24,22:54:53,12 Nov 24,02:45:00,1967.18
100.71.247.142,12 Nov 24,02:46:24,12 Nov 24,14:45:59,10040.46
100.71.52.192,12 Nov 24,14:46:35,13 Nov 24,02:45:00,13221.63
100.71.144.73,13 Nov 24,02:46:23,13 Nov 24,14:45:59,9622.84
100.71.232.19,13 Nov 24,14:46:34,14 Nov 24,02:45:00,21286
100.71.33.123,14 Nov 24,02:46:23,14 Nov 24,14:45:59,11611.78
100.71.133.67,14 Nov 24,14:46:33,14 Nov 24,21:57:59,10923.94
100.71.230.182,14 Nov 24,21:59:47,15 Nov 24,02:45:00,7997.64
100.71.240.196,15 Nov 24,02:46:23,15 Nov 24,14:45:59,12504.72
100.71.217.243,15 Nov 24,14:46:34,16 Nov 24,02:45:00,16087.62
100.71.96.27,16 Nov 24,02:46:23,16 Nov 24,14:45:59,12151.57
100.71.43.55,16 Nov 24,14:47:29,17 Nov 24,02:45:00,9679.89
100.71.226.225,17 Nov 24,02:46:22,17 Nov 24,14:45:59,7426.68
100.71.114.243,17 Nov 24,14:46:33,18 Nov 24,02:45:00,25865.57
100.71.152.99,18 Nov 24,02:46:18,18 Nov 24,04:47:00,74.77
100.71.51.159,18 Nov 24,10:52:43,18 Nov 24,11:32:00,167.04
100.71.245.38,18 Nov 24,11:33:54,18 Nov 24,11:35:00,30.54
100.71.122.43,18 Nov 24,11:37:13,18 Nov 24,11:37:59,12.95
100.71.152.255,18 Nov 24,11:50:16,18 Nov 24,11:53:59,2.72
100.71.109.224,18 Nov 24,11:56:08,18 Nov 24,11:56:59,0.43
100.71.45.116,18 Nov 24,11:59:15,18 Nov 24,11:59:59,0.33
100.71.22.6,18 Nov 24,12:02:15,18 Nov 24,12:02:59,0.54
100.71.176.247,18 Nov 24,12:08:02,18 Nov 24,12:12:00,4.14
100.71.247.177,18 Nov 24,12:13:58,18 Nov 24,12:15:00,0.67
100.71.243.130,18 Nov 24,12:39:02,18 Nov 24,12:51:00,7.96
100.71.254.5,18 Nov 24,15:12:11,19 Nov 24,02:45:00,11317.63
100.71.159.174,19 Nov 24,02:46:24,19 Nov 24,14:45:59,3456.5
100.71.22.25,19 Nov 24,14:46:34,20 Nov 24,02:45:00,11744.86
100.71.81.46,20 Nov 24,02:46:22,20 Nov 24,14:45:59,7407.72
100.71.221.154,20 Nov 24,14:46:31,20 Nov 24,17:01:59,2138.03
100.71.70.198,21 Nov 24,10:56:22,21 Nov 24,22:55:59,8172.28
100.71.196.12,21 Nov 24,22:56:31,22 Nov 24,02:45:00,5827.98
100.71.242.6,22 Nov 24,02:46:22,22 Nov 24,14:45:59,9236.97
100.71.193.239,22 Nov 24,14:46:33,23 Nov 24,02:45:00,12601.62
100.71.88.66,23 Nov 24,02:46:23,23 Nov 24,14:45:59,9811.93
100.71.212.118,23 Nov 24,14:46:34,24 Nov 24,02:45:00,12617.82
100.71.133.219,24 Nov 24,02:46:23,24 Nov 24,14:45:59,9933.28
100.71.10.117,24 Nov 24,14:46:34,25 Nov 24,02:45:00,13681.33
100.71.171.62,25 Nov 24,02:46:22,25 Nov 24,14:45:59,8163.7
100.71.47.166,25 Nov 24,14:46:34,26 Nov 24,02:45:00,11371.94
100.71.120.141,26 Nov 24,02:46:22,26 Nov 24,14:45:59,12000.98
100.71.225.228,26 Nov 24,14:46:31,27 Nov 24,02:45:00,15027.26
100.71.153.151,27 Nov 24,02:46:23,27 Nov 24,14:45:59,12328.49
100.71.185.144,27 Nov 24,14:46:34,28 Nov 24,02:45:00,18615.14
100.71.115.149,28 Nov 24,02:46:23,28 Nov 24,14:45:59,13056.44
100.71.52.95,28 Nov 24,14:46:34,29 Nov 24,02:45:00,14632.79
100.71.83.203,29 Nov 24,02:46:22,29 Nov 24,14:45:59,11372.08
100.71.105.111,29 Nov 24,14:46:33,30 Nov 24,02:45:00,19507.56
100.71.152.13,30 Nov 24,02:46:23,30 Nov 24,11:03:00,4429.18
100.71.74.161,30 Nov 24,11:03:47,30 Nov 24,23:03:00,26505.13
100.71.75.118,30 Nov 24,23:03:55,01 Dec 24,02:45:00,2721.55
100.71.183.120,01 Dec 24,02:46:23,01 Dec 24,14:45:59,9985.83
100.71.224.64,01 Dec 24,14:46:34,02 Dec 24,02:45:00,20191.95
100.71.89.113,02 Dec 24,02:46:22,02 Dec 24,14:45:59,10170.83
100.71.97.243,02 Dec 24,14:46:31,03 Dec 24,02:45:00,19127.24
100.71.35.10,03 Dec 24,02:46:24,03 Dec 24,14:45:59,11122.4
100.71.93.38,03 Dec 24,14:46:31,03 Dec 24,18:15:00,1749.26
100.71.227.98,03 Dec 24,18:56:01,04 Dec 24,02:45:00,9871.12
100.71.164.59,04 Dec 24,02:46:22,04 Dec 24,14:45:59,11204.88
100.71.128.10,04 Dec 24,14:46:31,05 Dec 24,02:45:00,12323.6
100.71.160.58,05 Dec 24,02:46:22,05 Dec 24,11:22:00,6109.37
100.71.122.216,05 Dec 24,11:22:11,05 Dec 24,23:22:00,18342.83
100.71.3.209,05 Dec 24,23:22:23,06 Dec 24,02:45:00,1907.13
100.71.175.146,06 Dec 24,02:46:22,06 Dec 24,14:45:59,14126.48
100.71.89.231,06 Dec 24,14:47:29,07 Dec 24,02:45:00,18017.26
100.71.245.220,07 Dec 24,02:46:22,07 Dec 24,14:45:59,12027.43
100.71.67.247,07 Dec 24,14:46:34,08 Dec 24,02:45:00,14173.89
100.71.85.35,08 Dec 24,02:46:22,08 Dec 24,14:45:59,12494.59
100.71.171.160,08 Dec 24,14:46:34,09 Dec 24,02:45:00,10733.29
100.71.96.94,09 Dec 24,02:46:20,09 Dec 24,14:45:59,15581.42
100.71.68.33,09 Dec 24,14:46:31,10 Dec 24,02:11:59,16350.02
100.71.220.158,10 Dec 24,08:53:59,10 Dec 24,20:53:59,13976.76
100.71.6.10,10 Dec 24,20:54:10,11 Dec 24,02:45:00,7313.63
100.71.55.78,11 Dec 24,02:46:19,11 Dec 24,13:39:59,7845.76
100.71.245.247,11 Dec 24,13:41:04,12 Dec 24,01:40:59,18116.3
100.71.136.60,12 Dec 24,01:41:12,12 Dec 24,02:45:00,113.52
100.71.136.49,12 Dec 24,02:46:20,12 Dec 24,09:14:00,3183.28
100.71.7.46,12 Dec 24,09:20:09,12 Dec 24,21:20:00,19962.1
100.71.135.26,12 Dec 24,21:20:19,13 Dec 24,02:45:00,5036.27
100.71.9.254,13 Dec 24,02:46:20,13 Dec 24,14:45:59,10902.95
100.71.45.56,13 Dec 24,14:46:33,14 Dec 24,02:45:00,12402.4
100.71.0.136,14 Dec 24,02:46:23,14 Dec 24,14:45:59,7537.64
100.71.253.45,14 Dec 24,14:46:33,14 Dec 24,19:26:00,5466.12
100.71.71.34,15 Dec 24,02:51:39,15 Dec 24,03:01:00,0.08
100.71.134.144,15 Dec 24,03:02:04,15 Dec 24,15:01:59,9482.27
100.71.45.234,15 Dec 24,15:02:12,15 Dec 24,18:02:59,3215.79
100.71.131.215,15 Dec 24,18:03:21,15 Dec 24,20:19:59,1709.21
100.71.131.113,15 Dec 24,21:08:02,16 Dec 24,02:45:00,2433.01
100.71.62.17,16 Dec 24,02:46:22,16 Dec 24,12:30:59,5221.55
100.71.10.7,16 Dec 24,13:39:23,17 Dec 24,01:39:00,11723.02
100.71.115.141,17 Dec 24,01:40:26,17 Dec 24,02:45:00,319.26
100.71.255.134,17 Dec 24,02:46:23,17 Dec 24,14:45:59,6206
100.71.83.43,17 Dec 24,14:46:34,18 Dec 24,02:45:00,15415
100.71.236.125,18 Dec 24,02:46:23,18 Dec 24,14:45:59,11109.09
100.71.19.169,18 Dec 24,14:46:31,18 Dec 24,16:58:59,2138.94
100.71.191.243,18 Dec 24,16:59:37,18 Dec 24,17:00:59,15.65
100.71.121.226,18 Dec 24,17:02:05,18 Dec 24,17:25:59,222.44
100.71.242.63,19 Dec 24,10:51:21,19 Dec 24,22:50:59,15013.94
100.71.148.131,19 Dec 24,22:51:26,20 Dec 24,02:45:00,935.09
100.71.223.56,20 Dec 24,02:46:23,20 Dec 24,14:45:59,8665.23
100.71.39.73,20 Dec 24,14:46:34,21 Dec 24,02:45:00,15738.95
100.71.96.153,21 Dec 24,02:46:23,21 Dec 24,14:45:59,13256.57
100.71.217.188,21 Dec 24,14:46:30,22 Dec 24,02:45:00,14441.06
